                 Generalized Linear Model Regression Results                  
==============================================================================
Dep. Variable:                      Y   No. Observations:                15172
Model:                            GLM   Df Residuals:                    14931
Model Family:                Binomial   Df Model:                          240
Link Function:                  Logit   Scale:                          1.0000
Method:                          IRLS   Log-Likelihood:                -3119.9
Date:                Sun, 17 Mar 2024   Deviance:                       6239.8
Time:                        19:22:23   Pearson chi2:                 1.43e+04
No. Iterations:                   100   Pseudo R-squ. (CS):            0.06270
Covariance Type:            nonrobust                                         
=================================================================================
                    coef    std err          z      P>|z|      [0.025      0.975]
---------------------------------------------------------------------------------
Intercept        -3.4214      0.065    -52.850      0.000      -3.548      -3.295
SQ_RET_LAG1    7.393e+04   1.19e+04      6.198      0.000    5.06e+04    9.73e+04
SQ_RET_LAG10    1.41e+04   1.13e+04      1.249      0.212   -8030.862    3.62e+04
SQ_RET_LAG100  1.157e+04   1.31e+04      0.882      0.378   -1.41e+04    3.73e+04
SQ_RET_LAG101 -2450.0295   1.31e+04     -0.187      0.851   -2.81e+04    2.32e+04
SQ_RET_LAG102  1.495e+04   1.29e+04      1.160      0.246   -1.03e+04    4.02e+04
SQ_RET_LAG103  1.005e+04   1.32e+04      0.763      0.445   -1.58e+04    3.59e+04
SQ_RET_LAG104 -5926.3617   1.49e+04     -0.398      0.691   -3.51e+04    2.33e+04
SQ_RET_LAG105 -2.801e+04   2.31e+04     -1.214      0.225   -7.32e+04    1.72e+04
SQ_RET_LAG106  -4.37e+04   2.25e+04     -1.942      0.052   -8.78e+04     401.142
SQ_RET_LAG107  1.127e+04   1.42e+04      0.793      0.428   -1.66e+04    3.91e+04
SQ_RET_LAG108   478.0540   1.42e+04      0.034      0.973   -2.74e+04    2.84e+04
SQ_RET_LAG109 -1.237e+04   1.58e+04     -0.782      0.434   -4.34e+04    1.86e+04
SQ_RET_LAG11  -3633.5882   1.25e+04     -0.290      0.772   -2.82e+04    2.09e+04
SQ_RET_LAG110  6096.5254   1.37e+04      0.445      0.656   -2.08e+04    3.29e+04
SQ_RET_LAG111  1.783e+04   1.27e+04      1.404      0.160   -7060.499    4.27e+04
SQ_RET_LAG112 -6514.7428   1.54e+04     -0.422      0.673   -3.67e+04    2.37e+04
SQ_RET_LAG113  4393.8053   1.31e+04      0.335      0.738   -2.13e+04    3.01e+04
SQ_RET_LAG114  4364.8992   1.47e+04      0.297      0.767   -2.45e+04    3.32e+04
SQ_RET_LAG115 -1.346e+04   1.72e+04     -0.785      0.433   -4.71e+04    2.02e+04
SQ_RET_LAG116 -1.348e+04   1.66e+04     -0.813      0.416    -4.6e+04     1.9e+04
SQ_RET_LAG117  1.355e+04   1.28e+04      1.061      0.289   -1.15e+04    3.86e+04
SQ_RET_LAG118  2.425e+04    1.3e+04      1.863      0.062   -1263.718    4.98e+04
SQ_RET_LAG119 -2.327e+04    1.9e+04     -1.222      0.222   -6.06e+04     1.4e+04
SQ_RET_LAG12   6785.6803   1.21e+04      0.563      0.574   -1.68e+04    3.04e+04
SQ_RET_LAG120 -4532.0760   1.83e+04     -0.248      0.804   -4.04e+04    3.13e+04
SQ_RET_LAG13  -8931.3933    1.3e+04     -0.687      0.492   -3.44e+04    1.65e+04
SQ_RET_LAG14   1.135e+04   1.13e+04      1.007      0.314   -1.07e+04    3.34e+04
SQ_RET_LAG15   1.509e+04   1.11e+04      1.360      0.174   -6664.583    3.69e+04
SQ_RET_LAG16  -1.645e+04   1.29e+04     -1.275      0.202   -4.17e+04    8841.178
SQ_RET_LAG17   1548.5419   1.36e+04      0.114      0.909   -2.51e+04    2.82e+04
SQ_RET_LAG18   5117.2013    1.2e+04      0.425      0.671   -1.85e+04    2.87e+04
SQ_RET_LAG19   4373.8567    1.2e+04      0.363      0.716   -1.92e+04     2.8e+04
SQ_RET_LAG2   -3.347e+04   1.48e+04     -2.257      0.024   -6.25e+04   -4398.963
SQ_RET_LAG20  -7273.7555   1.25e+04     -0.580      0.562   -3.18e+04    1.73e+04
SQ_RET_LAG21   1.234e+04   1.16e+04      1.066      0.286   -1.03e+04     3.5e+04
SQ_RET_LAG22  -2008.8221    1.3e+04     -0.154      0.877   -2.75e+04    2.35e+04
SQ_RET_LAG23   3126.8260   1.35e+04      0.232      0.817   -2.33e+04    2.95e+04
SQ_RET_LAG24  -1.305e+04   1.65e+04     -0.789      0.430   -4.55e+04    1.94e+04
SQ_RET_LAG25   6662.7467   1.24e+04      0.535      0.592   -1.77e+04    3.11e+04
SQ_RET_LAG26    1.41e+04   1.17e+04      1.204      0.228   -8848.081    3.71e+04
SQ_RET_LAG27   3902.2436   1.19e+04      0.327      0.743   -1.95e+04    2.73e+04
SQ_RET_LAG28    267.7354   1.27e+04      0.021      0.983   -2.47e+04    2.52e+04
SQ_RET_LAG29   7234.3589   1.24e+04      0.583      0.560   -1.71e+04    3.15e+04
SQ_RET_LAG3    2.735e+04   1.04e+04      2.621      0.009    6899.442    4.78e+04
SQ_RET_LAG30  -9692.0502   1.53e+04     -0.635      0.525   -3.96e+04    2.02e+04
SQ_RET_LAG31  -4292.2073   1.53e+04     -0.281      0.779   -3.42e+04    2.57e+04
SQ_RET_LAG32   1.062e+04   1.35e+04      0.784      0.433   -1.59e+04    3.72e+04
SQ_RET_LAG33  -1.154e+04   1.55e+04     -0.746      0.455   -4.19e+04    1.88e+04
SQ_RET_LAG34  -4.842e+04   2.24e+04     -2.161      0.031   -9.23e+04   -4502.954
SQ_RET_LAG35  -3.566e+04   1.88e+04     -1.893      0.058   -7.26e+04    1264.786
SQ_RET_LAG36   3.366e+04   1.23e+04      2.737      0.006    9558.063    5.78e+04
SQ_RET_LAG37  -3.186e+04   1.72e+04     -1.857      0.063   -6.55e+04    1766.931
SQ_RET_LAG38   4.143e+04   1.27e+04      3.275      0.001    1.66e+04    6.62e+04
SQ_RET_LAG39  -2.472e+04   1.66e+04     -1.487      0.137   -5.73e+04    7861.511
SQ_RET_LAG4    7560.2662   1.06e+04      0.713      0.476   -1.32e+04    2.83e+04
SQ_RET_LAG40   5463.3203   1.41e+04      0.388      0.698   -2.21e+04     3.3e+04
SQ_RET_LAG41  -1323.6715   1.29e+04     -0.103      0.918   -2.66e+04    2.39e+04
SQ_RET_LAG42   5780.0051   1.39e+04      0.415      0.678   -2.15e+04    3.31e+04
SQ_RET_LAG43  -7083.2371   1.36e+04     -0.520      0.603   -3.38e+04    1.96e+04
SQ_RET_LAG44   8268.1781   1.27e+04      0.653      0.514   -1.65e+04    3.31e+04
SQ_RET_LAG45    823.9340   1.44e+04      0.057      0.954   -2.75e+04    2.91e+04
SQ_RET_LAG46  -1.903e+04   1.68e+04     -1.135      0.256   -5.19e+04    1.38e+04
SQ_RET_LAG47   1.892e+04   1.13e+04      1.672      0.095   -3263.336    4.11e+04
SQ_RET_LAG48  -1017.8588    1.1e+04     -0.092      0.927   -2.27e+04    2.06e+04
SQ_RET_LAG49   1.356e+04   1.23e+04      1.105      0.269   -1.05e+04    3.76e+04
SQ_RET_LAG5    1409.8451   1.13e+04      0.125      0.900   -2.06e+04    2.35e+04
SQ_RET_LAG50  -3.007e+04      2e+04     -1.503      0.133   -6.93e+04    9143.351
SQ_RET_LAG51  -3443.5568   1.46e+04     -0.235      0.814   -3.21e+04    2.53e+04
SQ_RET_LAG52  -4.566e+04   2.16e+04     -2.117      0.034   -8.79e+04   -3379.378
SQ_RET_LAG53   2.032e+04   1.16e+04      1.748      0.081   -2468.666    4.31e+04
SQ_RET_LAG54   3422.4612   1.25e+04      0.274      0.784    -2.1e+04    2.79e+04
SQ_RET_LAG55   2797.4737   1.36e+04      0.205      0.837   -2.39e+04    2.95e+04
SQ_RET_LAG56  -2630.9102   1.34e+04     -0.197      0.844   -2.88e+04    2.35e+04
SQ_RET_LAG57  -3736.1969   1.24e+04     -0.300      0.764   -2.81e+04    2.07e+04
SQ_RET_LAG58   1.063e+04    1.1e+04      0.968      0.333   -1.09e+04    3.22e+04
SQ_RET_LAG59   8438.5773   1.11e+04      0.757      0.449   -1.34e+04    3.03e+04
SQ_RET_LAG6    6932.6795   1.03e+04      0.675      0.500   -1.32e+04    2.71e+04
SQ_RET_LAG60   2715.6447   1.36e+04      0.199      0.842    -2.4e+04    2.94e+04
SQ_RET_LAG61  -3.302e+04   2.03e+04     -1.626      0.104   -7.28e+04    6791.801
SQ_RET_LAG62   8306.3745   1.25e+04      0.665      0.506   -1.62e+04    3.28e+04
SQ_RET_LAG63  -4843.4665   1.19e+04     -0.406      0.685   -2.82e+04    1.85e+04
SQ_RET_LAG64   1.285e+04   1.17e+04      1.098      0.272   -1.01e+04    3.58e+04
SQ_RET_LAG65  -9499.8679   1.44e+04     -0.658      0.510   -3.78e+04    1.88e+04
SQ_RET_LAG66   2899.6549   1.14e+04      0.254      0.799   -1.95e+04    2.53e+04
SQ_RET_LAG67   1.429e+04   1.07e+04      1.332      0.183   -6738.515    3.53e+04
SQ_RET_LAG68  -3862.1935   1.28e+04     -0.301      0.763    -2.9e+04    2.13e+04
SQ_RET_LAG69  -4.253e+04   2.09e+04     -2.036      0.042   -8.35e+04   -1594.774
SQ_RET_LAG7    3240.8745   1.17e+04      0.278      0.781   -1.96e+04    2.61e+04
SQ_RET_LAG70  -2.139e+04   1.85e+04     -1.157      0.247   -5.76e+04    1.48e+04
SQ_RET_LAG71   -716.7057   1.25e+04     -0.057      0.954   -2.52e+04    2.38e+04
SQ_RET_LAG72   9936.6548   1.09e+04      0.916      0.360   -1.13e+04    3.12e+04
SQ_RET_LAG73    828.9127   1.07e+04      0.078      0.938   -2.01e+04    2.18e+04
SQ_RET_LAG74    1.44e+04   1.18e+04      1.223      0.221   -8667.065    3.75e+04
SQ_RET_LAG75  -5.231e+04   2.45e+04     -2.133      0.033      -1e+05   -4242.235
SQ_RET_LAG76  -9839.0587    1.8e+04     -0.548      0.584    -4.5e+04    2.54e+04
SQ_RET_LAG77  -1.553e+04   1.66e+04     -0.934      0.350   -4.81e+04    1.71e+04
SQ_RET_LAG78   5120.0520   1.21e+04      0.424      0.672   -1.85e+04    2.88e+04
SQ_RET_LAG79   6878.3835   1.16e+04      0.594      0.553   -1.58e+04    2.96e+04
SQ_RET_LAG8    6712.5619   1.19e+04      0.566      0.571   -1.65e+04       3e+04
SQ_RET_LAG80   -749.4607   1.35e+04     -0.056      0.956   -2.71e+04    2.56e+04
SQ_RET_LAG81  -2.643e+04   1.96e+04     -1.352      0.177   -6.48e+04    1.19e+04
SQ_RET_LAG82  -6793.5819    1.6e+04     -0.426      0.670   -3.81e+04    2.45e+04
SQ_RET_LAG83  -1704.1984   1.42e+04     -0.120      0.904   -2.95e+04    2.61e+04
SQ_RET_LAG84  -1001.5247   1.21e+04     -0.083      0.934   -2.47e+04    2.27e+04
SQ_RET_LAG85   1.359e+04   1.12e+04      1.215      0.224   -8335.885    3.55e+04
