                 Generalized Linear Model Regression Results                  
==============================================================================
Dep. Variable:                      Y   No. Observations:                15172
Model:                            GLM   Df Residuals:                    14931
Model Family:                Binomial   Df Model:                          240
Link Function:                  Logit   Scale:                          1.0000
Method:                          IRLS   Log-Likelihood:                -3168.3
Date:                Sun, 17 Mar 2024   Deviance:                       6336.6
Time:                        19:17:38   Pearson chi2:                 1.46e+04
No. Iterations:                     7   Pseudo R-squ. (CS):            0.05670
Covariance Type:            nonrobust                                         
=================================================================================
                    coef    std err          z      P>|z|      [0.025      0.975]
---------------------------------------------------------------------------------
Intercept        -3.5150      0.059    -59.117      0.000      -3.632      -3.398
SQ_RET_LAG1    7.785e+04   1.25e+04      6.252      0.000    5.34e+04    1.02e+05
SQ_RET_LAG10   1.275e+04   1.01e+04      1.266      0.205   -6984.467    3.25e+04
SQ_RET_LAG100  1.207e+04   1.29e+04      0.934      0.350   -1.33e+04    3.74e+04
SQ_RET_LAG101 -1953.8012   1.33e+04     -0.147      0.883   -2.79e+04     2.4e+04
SQ_RET_LAG102  1.629e+04   1.28e+04      1.274      0.203   -8766.356    4.14e+04
SQ_RET_LAG103  9434.9097   1.32e+04      0.712      0.476   -1.65e+04    3.54e+04
SQ_RET_LAG104 -4901.5315   1.53e+04     -0.321      0.748   -3.48e+04     2.5e+04
SQ_RET_LAG105 -2.978e+04   2.38e+04     -1.250      0.211   -7.65e+04    1.69e+04
SQ_RET_LAG106 -4.428e+04   2.33e+04     -1.902      0.057   -8.99e+04    1338.667
SQ_RET_LAG107   1.26e+04   1.45e+04      0.870      0.384   -1.58e+04     4.1e+04
SQ_RET_LAG108   547.3499   1.44e+04      0.038      0.970   -2.76e+04    2.87e+04
SQ_RET_LAG109 -1.131e+04   1.62e+04     -0.698      0.485   -4.31e+04    2.04e+04
SQ_RET_LAG11  -2881.5353   1.08e+04     -0.266      0.790   -2.41e+04    1.84e+04
SQ_RET_LAG110  6251.3094   1.37e+04      0.455      0.649   -2.07e+04    3.32e+04
SQ_RET_LAG111  1.876e+04   1.25e+04      1.505      0.132   -5674.501    4.32e+04
SQ_RET_LAG112 -8038.6792   1.57e+04     -0.512      0.609   -3.88e+04    2.28e+04
SQ_RET_LAG113  7479.6599   1.33e+04      0.563      0.574   -1.86e+04    3.35e+04
SQ_RET_LAG114  2221.7054   1.53e+04      0.145      0.885   -2.78e+04    3.22e+04
SQ_RET_LAG115 -1.342e+04   1.81e+04     -0.743      0.457   -4.88e+04     2.2e+04
SQ_RET_LAG116 -1.089e+04   1.66e+04     -0.655      0.512   -4.35e+04    2.17e+04
