                 Generalized Linear Model Regression Results                  
==============================================================================
Dep. Variable:                      Y   No. Observations:                15508
Model:                            GLM   Df Residuals:                    15267
Model Family:                Binomial   Df Model:                          240
Link Function:                  Logit   Scale:                          1.0000
Method:                          IRLS   Log-Likelihood:                -2794.3
Date:                Sun, 17 Mar 2024   Deviance:                       5588.6
Time:                        18:48:44   Pearson chi2:                 1.48e+04
No. Iterations:                     7   Pseudo R-squ. (CS):            0.05554
Covariance Type:            nonrobust                                         
=================================================================================
                    coef    std err          z      P>|z|      [0.025      0.975]
---------------------------------------------------------------------------------
Intercept        -3.7223      0.062    -59.634      0.000      -3.845      -3.600
SQ_RET_LAG1    9631.0892   3576.332      2.693      0.007    2621.608    1.66e+04
SQ_RET_LAG10   4287.9086   3721.096      1.152      0.249   -3005.306    1.16e+04
SQ_RET_LAG100 -2.676e+04   1.67e+04     -1.604      0.109   -5.95e+04    5945.412
SQ_RET_LAG101 -8687.4818   1.14e+04     -0.759      0.448   -3.11e+04    1.37e+04
SQ_RET_LAG102 -1.839e+04   1.58e+04     -1.161      0.246   -4.94e+04    1.27e+04
SQ_RET_LAG103 -1.628e+04   1.41e+04     -1.153      0.249   -4.39e+04    1.14e+04
SQ_RET_LAG104  1359.4235   6299.648      0.216      0.829    -1.1e+04    1.37e+04
SQ_RET_LAG105 -2.131e+04   1.64e+04     -1.300      0.194   -5.35e+04    1.08e+04
SQ_RET_LAG106  1684.8933   7350.904      0.229      0.819   -1.27e+04    1.61e+04
SQ_RET_LAG107  7708.2883   3840.893      2.007      0.045     180.276    1.52e+04
SQ_RET_LAG108  7373.1127   3803.519      1.938      0.053     -81.647    1.48e+04
SQ_RET_LAG109  3140.4583   5573.856      0.563      0.573   -7784.099    1.41e+04
SQ_RET_LAG11   1367.6342   4352.197      0.314      0.753   -7162.515    9897.783
SQ_RET_LAG110  1208.7116   5216.992      0.232      0.817   -9016.404    1.14e+04
SQ_RET_LAG111  1.666e+04   8333.845      1.999      0.046     321.799     3.3e+04
SQ_RET_LAG112 -7313.3208   7582.915     -0.964      0.335   -2.22e+04    7548.919
SQ_RET_LAG113  5298.8493   3791.072      1.398      0.162   -2131.515    1.27e+04
SQ_RET_LAG114 -5824.6916   7181.339     -0.811      0.417   -1.99e+04    8250.474
SQ_RET_LAG115   380.8698   4387.476      0.087      0.931   -8218.425    8980.164
SQ_RET_LAG116   426.9552   4620.238      0.092      0.926   -8628.545    9482.455
SQ_RET_LAG117 -2313.1235   5213.349     -0.444      0.657   -1.25e+04    7904.853
SQ_RET_LAG118  7747.0642   4293.207      1.804      0.071    -667.467    1.62e+04
SQ_RET_LAG119  -705.7006   4912.346     -0.144      0.886   -1.03e+04    8922.321
SQ_RET_LAG12     -5.3896   4789.593     -0.001      0.999   -9392.818    9382.039
SQ_RET_LAG120  -889.5011   4492.481     -0.198      0.843   -9694.601    7915.599
SQ_RET_LAG13   6755.1167   3581.273      1.886      0.059    -264.050    1.38e+04
SQ_RET_LAG14   5401.3703   3767.620      1.434      0.152   -1983.029    1.28e+04
SQ_RET_LAG15  -3553.5497   5648.040     -0.629      0.529   -1.46e+04    7516.405
SQ_RET_LAG16   4240.7686   4150.066      1.022      0.307   -3893.212    1.24e+04
SQ_RET_LAG17   -527.6814   5019.892     -0.105      0.916   -1.04e+04    9311.126
SQ_RET_LAG18   5904.7717   3906.223      1.512      0.131   -1751.285    1.36e+04
SQ_RET_LAG19  -3956.6624   6166.116     -0.642      0.521    -1.6e+04    8128.703
SQ_RET_LAG2    4450.5813   4204.081      1.059      0.290   -3789.266    1.27e+04
SQ_RET_LAG20   3103.9694   4315.766      0.719      0.472   -5354.776    1.16e+04
SQ_RET_LAG21   7012.3262   3576.204      1.961      0.050       3.094     1.4e+04
SQ_RET_LAG22   -146.8823   4523.235     -0.032      0.974   -9012.260    8718.495
SQ_RET_LAG23   6329.4758   3651.087      1.734      0.083    -826.523    1.35e+04
SQ_RET_LAG24  -2766.5612   5486.747     -0.504      0.614   -1.35e+04    7987.266
SQ_RET_LAG25  -5474.5688   7371.264     -0.743      0.458   -1.99e+04    8972.843
SQ_RET_LAG26   6529.2693   3606.139      1.811      0.070    -538.633    1.36e+04
SQ_RET_LAG27   2233.3163   3911.297      0.571      0.568   -5432.685    9899.317
SQ_RET_LAG28  -5591.6467   7601.533     -0.736      0.462   -2.05e+04    9307.083
SQ_RET_LAG29  -7108.7187   8561.074     -0.830      0.406   -2.39e+04    9670.678
SQ_RET_LAG3    5403.2711   4071.469      1.327      0.184   -2576.662    1.34e+04
SQ_RET_LAG30   3606.5410   4366.002      0.826      0.409   -4950.665    1.22e+04
SQ_RET_LAG31    145.4605   5449.706      0.027      0.979   -1.05e+04    1.08e+04
SQ_RET_LAG32  -2830.7395   6475.565     -0.437      0.662   -1.55e+04    9861.134
SQ_RET_LAG33   3132.6583   4651.425      0.673      0.501   -5983.967    1.22e+04
SQ_RET_LAG34  -2821.2263   7842.001     -0.360      0.719   -1.82e+04    1.25e+04
SQ_RET_LAG35   6505.2021   3637.872      1.788      0.074    -624.896    1.36e+04
SQ_RET_LAG36   5734.1041   3592.642      1.596      0.110   -1307.346    1.28e+04
SQ_RET_LAG37   4314.9468   3675.191      1.174      0.240   -2888.296    1.15e+04
SQ_RET_LAG38   3066.4590   3795.506      0.808      0.419   -4372.595    1.05e+04
SQ_RET_LAG39  -3958.1369   6050.742     -0.654      0.513   -1.58e+04    7901.100
SQ_RET_LAG4    8859.1396   3446.074      2.571      0.010    2104.958    1.56e+04
SQ_RET_LAG40   4720.0077   3661.450      1.289      0.197   -2456.303    1.19e+04
SQ_RET_LAG41  -4598.5078   6141.476     -0.749      0.454   -1.66e+04    7438.564
SQ_RET_LAG42   1233.7603   4566.273      0.270      0.787   -7715.971    1.02e+04
SQ_RET_LAG43   2860.5779   4182.629      0.684      0.494   -5337.225    1.11e+04
SQ_RET_LAG44   2548.0805   4290.063      0.594      0.553   -5860.289     1.1e+04
SQ_RET_LAG45   3056.5735   4510.205      0.678      0.498   -5783.266    1.19e+04
SQ_RET_LAG46  -4862.1346   6619.141     -0.735      0.463   -1.78e+04    8111.143
SQ_RET_LAG47   3978.7753   4115.017      0.967      0.334   -4086.511     1.2e+04
SQ_RET_LAG48  -8192.3445   8058.022     -1.017      0.309    -2.4e+04    7601.088
SQ_RET_LAG49    998.0832   5174.737      0.193      0.847   -9144.214    1.11e+04
SQ_RET_LAG5    3567.7246   4391.654      0.812      0.417   -5039.760    1.22e+04
SQ_RET_LAG50     36.6507   4672.931      0.008      0.994   -9122.126    9195.427
SQ_RET_LAG51   2267.9746   4570.163      0.496      0.620   -6689.380    1.12e+04
SQ_RET_LAG52  -1.959e+04   1.18e+04     -1.657      0.097   -4.28e+04    3575.681
SQ_RET_LAG53  -2308.8925   7480.025     -0.309      0.758    -1.7e+04    1.24e+04
SQ_RET_LAG54  -1678.9628   5569.180     -0.301      0.763   -1.26e+04    9236.429
SQ_RET_LAG55    540.6084   4800.172      0.113      0.910   -8867.556    9948.773
SQ_RET_LAG56   1274.2331   5383.083      0.237      0.813   -9276.416    1.18e+04
SQ_RET_LAG57   4173.6817   4205.373      0.992      0.321   -4068.699    1.24e+04
SQ_RET_LAG58   1794.2487   4878.411      0.368      0.713   -7767.262    1.14e+04
SQ_RET_LAG59   3858.6311   3820.895      1.010      0.313   -3630.186    1.13e+04
SQ_RET_LAG6    9018.9557   3461.583      2.605      0.009    2234.378    1.58e+04
SQ_RET_LAG60   5764.6972   3540.939      1.628      0.104   -1175.415    1.27e+04
SQ_RET_LAG61   7685.9566   3548.571      2.166      0.030     730.885    1.46e+04
SQ_RET_LAG62   1216.9542   4383.995      0.278      0.781   -7375.518    9809.427
SQ_RET_LAG63   -315.7635   4852.559     -0.065      0.948   -9826.604    9195.076
SQ_RET_LAG64  -4580.5066   4992.763     -0.917      0.359   -1.44e+04    5205.130
SQ_RET_LAG65   -230.0014   5053.351     -0.046      0.964   -1.01e+04    9674.385
SQ_RET_LAG66   3890.0807   4573.220      0.851      0.395   -5073.265    1.29e+04
SQ_RET_LAG67   5672.1472   4139.309      1.370      0.171   -2440.749    1.38e+04
SQ_RET_LAG68  -4512.4868   5090.598     -0.886      0.375   -1.45e+04    5464.902
SQ_RET_LAG69  -3071.3244   5344.565     -0.575      0.566   -1.35e+04    7403.831
SQ_RET_LAG7    1.071e+04   3817.545      2.805      0.005    3224.539    1.82e+04
SQ_RET_LAG70  -1.298e+04   9068.095     -1.432      0.152   -3.08e+04    4788.905
SQ_RET_LAG71   -1.18e+04      1e+04     -1.175      0.240   -3.15e+04    7882.964
SQ_RET_LAG72   7640.4927   3871.443      1.974      0.048      52.603    1.52e+04
SQ_RET_LAG73   4623.6798   4199.067      1.101      0.271   -3606.341    1.29e+04
SQ_RET_LAG74  -6625.2068   7222.609     -0.917      0.359   -2.08e+04    7530.846
SQ_RET_LAG75  -4057.4268   7050.639     -0.575      0.565   -1.79e+04    9761.571
SQ_RET_LAG76   3254.3350   4740.224      0.687      0.492   -6036.334    1.25e+04
SQ_RET_LAG77  -5039.9446   6251.498     -0.806      0.420   -1.73e+04    7212.765
SQ_RET_LAG78  -4462.7376   6519.344     -0.685      0.494   -1.72e+04    8314.941
SQ_RET_LAG79   1467.1987   4827.710      0.304      0.761   -7994.939    1.09e+04
SQ_RET_LAG8    6879.3309   3712.182      1.853      0.064    -396.413    1.42e+04
SQ_RET_LAG80  -3294.0245   5958.444     -0.553      0.580    -1.5e+04    8384.311
SQ_RET_LAG81  -9518.8817   7081.334     -1.344      0.179   -2.34e+04    4360.278
SQ_RET_LAG82    521.1155   5393.797      0.097      0.923   -1.01e+04    1.11e+04
SQ_RET_LAG83   3180.2570   5128.580      0.620      0.535   -6871.575    1.32e+04
SQ_RET_LAG84  -2854.5696   5933.894     -0.481      0.630   -1.45e+04    8775.648
SQ_RET_LAG85  -4877.3662   6112.871     -0.798      0.425   -1.69e+04    7103.642
SQ_RET_LAG86   2201.1892   4909.119      0.448      0.654   -7420.507    1.18e+04
SQ_RET_LAG87   1150.2976   5538.318      0.208      0.835   -9704.607     1.2e+04
SQ_RET_LAG88  -4697.7318   7063.278     -0.665      0.506   -1.85e+04    9146.038
SQ_RET_LAG89   -321.7963   6782.018     -0.047      0.962   -1.36e+04     1.3e+04
SQ_RET_LAG9    7748.9922   3888.181      1.993      0.046     128.298    1.54e+04
SQ_RET_LAG90  -8965.6987   1.02e+04     -0.883      0.377   -2.89e+04    1.09e+04
SQ_RET_LAG91  -2003.4494   6872.928     -0.291      0.771   -1.55e+04    1.15e+04
SQ_RET_LAG92   4999.0709   4207.677      1.188      0.235   -3247.825    1.32e+04
SQ_RET_LAG93    348.4461   5759.145      0.061      0.952   -1.09e+04    1.16e+04
SQ_RET_LAG94  -4154.4821   8023.685     -0.518      0.605   -1.99e+04    1.16e+04
SQ_RET_LAG95   5298.8039   3991.558      1.328      0.184   -2524.506    1.31e+04
SQ_RET_LAG96  -7383.3176   9209.192     -0.802      0.423   -2.54e+04    1.07e+04
SQ_RET_LAG97   3575.3197   4120.761      0.868      0.386   -4501.223    1.17e+04
SQ_RET_LAG98   3880.0185   4435.736      0.875      0.382   -4813.865    1.26e+04
SQ_RET_LAG99  -3522.2660   5935.380     -0.593      0.553   -1.52e+04    8110.866
VIOL_LAG1         0.6101      0.122      4.995      0.000       0.371       0.850
VIOL_LAG10        0.1225      0.136      0.898      0.369      -0.145       0.390
VIOL_LAG100       0.0192      0.174      0.110      0.912      -0.322       0.361
VIOL_LAG101      -0.0601      0.175     -0.343      0.731      -0.403       0.283
VIOL_LAG102      -0.1061      0.178     -0.595      0.552      -0.456       0.244
VIOL_LAG103       0.1817      0.166      1.091      0.275      -0.145       0.508
VIOL_LAG104      -0.2118      0.176     -1.202      0.229      -0.557       0.133
VIOL_LAG105       0.0778      0.175      0.445      0.656      -0.265       0.420
VIOL_LAG106       0.2412      0.157      1.532      0.126      -0.067       0.550
VIOL_LAG107       0.0693      0.162      0.428      0.669      -0.248       0.387
VIOL_LAG108      -0.3482      0.181     -1.919      0.055      -0.704       0.007
VIOL_LAG109      -0.1037      0.168     -0.616      0.538      -0.434       0.226
VIOL_LAG11       -0.0688      0.144     -0.477      0.633      -0.352       0.214
VIOL_LAG110       0.3352      0.153      2.196      0.028       0.036       0.634
VIOL_LAG111      -0.0229      0.169     -0.136      0.892      -0.354       0.308
VIOL_LAG112       0.2515      0.158      1.595      0.111      -0.058       0.561
VIOL_LAG113       0.0429      0.161      0.267      0.789      -0.272       0.358
VIOL_LAG114       0.0323      0.164      0.196      0.844      -0.290       0.355
VIOL_LAG115      -0.2616      0.177     -1.482      0.138      -0.608       0.084
VIOL_LAG116       0.0492      0.164      0.299      0.765      -0.273       0.371
VIOL_LAG117      -0.1016      0.171     -0.596      0.551      -0.436       0.233
VIOL_LAG118      -0.1391      0.171     -0.811      0.417      -0.475       0.197
VIOL_LAG119      -0.0677      0.169     -0.400      0.689      -0.399       0.264
VIOL_LAG12        0.1613      0.137      1.177      0.239      -0.107       0.430
VIOL_LAG120       0.2975      0.155      1.917      0.055      -0.007       0.602
VIOL_LAG13        0.0567      0.137      0.412      0.680      -0.213       0.326
VIOL_LAG14        0.1507      0.136      1.109      0.267      -0.116       0.417
VIOL_LAG15        0.1510      0.139      1.083      0.279      -0.122       0.424
VIOL_LAG16        0.0805      0.140      0.576      0.564      -0.193       0.354
VIOL_LAG17        0.3538      0.133      2.664      0.008       0.093       0.614
VIOL_LAG18        0.3437      0.131      2.614      0.009       0.086       0.601
VIOL_LAG19        0.1871      0.139      1.342      0.180      -0.086       0.461
VIOL_LAG2         0.4215      0.128      3.284      0.001       0.170       0.673
VIOL_LAG20        0.3559      0.133      2.682      0.007       0.096       0.616
VIOL_LAG21        0.0137      0.141      0.097      0.923      -0.262       0.289
VIOL_LAG22       -0.0984      0.147     -0.668      0.504      -0.387       0.190
VIOL_LAG23       -0.1509      0.149     -1.015      0.310      -0.442       0.140
VIOL_LAG24       -0.0073      0.147     -0.049      0.961      -0.296       0.282
VIOL_LAG25       -0.0742      0.153     -0.486      0.627      -0.374       0.225
VIOL_LAG26       -0.0741      0.147     -0.504      0.614      -0.362       0.214
VIOL_LAG27       -0.0519      0.148     -0.350      0.726      -0.342       0.238
VIOL_LAG28        0.1117      0.148      0.754      0.451      -0.179       0.402
VIOL_LAG29        0.2978      0.143      2.089      0.037       0.018       0.577
VIOL_LAG3         0.5925      0.123      4.821      0.000       0.352       0.833
VIOL_LAG30       -0.0422      0.148     -0.285      0.776      -0.332       0.248
VIOL_LAG31        0.2634      0.141      1.874      0.061      -0.012       0.539
VIOL_LAG32        0.2475      0.140      1.768      0.077      -0.027       0.522
VIOL_LAG33        0.1429      0.142      1.003      0.316      -0.136       0.422
VIOL_LAG34       -0.0259      0.151     -0.171      0.864      -0.322       0.270
VIOL_LAG35       -0.0941      0.148     -0.635      0.525      -0.384       0.196
VIOL_LAG36        0.1498      0.141      1.063      0.288      -0.126       0.426
VIOL_LAG37        0.1863      0.141      1.324      0.185      -0.089       0.462
VIOL_LAG38        0.2344      0.137      1.706      0.088      -0.035       0.504
VIOL_LAG39        0.1170      0.145      0.809      0.419      -0.167       0.401
VIOL_LAG4         0.2776      0.131      2.124      0.034       0.021       0.534
VIOL_LAG40       -0.3852      0.162     -2.371      0.018      -0.704      -0.067
VIOL_LAG41        0.5568      0.135      4.134      0.000       0.293       0.821
VIOL_LAG42        0.1146      0.147      0.779      0.436      -0.174       0.403
VIOL_LAG43       -0.2629      0.160     -1.641      0.101      -0.577       0.051
VIOL_LAG44        0.2228      0.143      1.554      0.120      -0.058       0.504
VIOL_LAG45        0.0871      0.148      0.589      0.556      -0.203       0.377
VIOL_LAG46        0.0646      0.151      0.428      0.669      -0.231       0.360
VIOL_LAG47       -0.0855      0.153     -0.558      0.577      -0.386       0.215
